budget,revenue,release_year,return
6900000,7993039.0,1993,1.1584114492753623
57000000,159055768.0,1993,2.7904520701754385
0,0.0,1994,0.0
8000000,0.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,9488998.0,1993,0.0
0,0.0,1994,0.0
30000000,11146270.0,1993,0.3715423333333333
42000000,270248367.0,1993,6.434484928571429
20000000,153698625.0,1993,7.68493125
0,0.0,1994,0.0
44000000,368875760.0,1993,8.38354
35000000,18635620.0,1993,0.5324462857142858
0,30.0,1994,0.0
30000000,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,22886222.0,1993,0.0
18000000,74189677.0,1993,4.121648722222222
33000000,0.0,1993,0.0
25000000,133752825.0,1993,5.350113
0,0.0,1995,0.0
0,0.0,1995,0.0
25000000,0.0,1993,0.0
0,0.0,1994,0.0
30000000,0.0,1994,0.0
40000000,0.0,1994,0.0
0,28881266.0,1994,0.0
40000000,176997168.0,1993,4.4249292
13000000,65796862.0,1993,5.0612970769230765
0,8880705.0,1994,0.0
0,0.0,1993,0.0
30000000,0.0,1994,0.0
0,12136938.0,1993,0.0
63000000,920100000.0,1993,14.604761904761904
9000000,2395231.0,1993,0.2661367777777778
1500000,418961.0,1993,0.27930733333333335
0,0.0,1993,0.0
0,0.0,1994,0.0
85000000,137298489.0,1993,1.6152763411764706
0,0.0,1993,0.0
0,0.0,1994,0.0
0,1499795.0,1993,0.0
22000000,0.0,1993,0.0
0,46405336.0,1993,0.0
0,24760338.0,1993,0.0
13500000,11285588.0,1993,0.8359694814814815
3500000,27900000.0,1993,7.9714285714285715
55000000,121969216.0,1996,2.217622109090909
0,0.0,1976,0.0
0,0.0,1994,0.0
8000000,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
25000000,441286195.0,1993,17.6514478
0,0.0,1993,0.0
12000000,15826984.0,1994,1.3189153333333334
0,0.0,1994,0.0
20000000,15340000.0,1994,0.767
40000000,0.0,1994,0.0
4000000,0.0,1992,0.0
30000000,135130999.0,1993,4.504366633333333
26000000,206678440.0,1993,7.949170769230769
7000000,116700000.0,1993,16.67142857142857
14000000,27515786.0,1993,1.9654132857142856
0,23042200.0,1993,0.0
0,8638072.0,1994,0.0
0,0.0,1994,0.0
11000000,11439193.0,1994,1.0399266363636364
11500000,23237911.0,1993,2.0206879130434783
40000000,24332324.0,1994,0.6083081
0,107198790.0,1993,0.0
0,0.0,1994,0.0
22000000,10696210.0,1993,0.4861913636363636
20000000,35739755.0,1993,1.78698775
11500000,3275585.0,1993,0.2848334782608696
0,0.0,1992,0.0
800000,1001437.0,1993,1.25179625
12000000,22750363.0,1993,1.8958635833333333
0,0.0,1993,0.0
0,0.0,1992,0.0
22000000,321365567.0,1993,14.607525772727273
0,0.0,1994,0.0
0,7266383.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1993,0.0
13000000,7820688.0,1994,0.6015913846153846
25000000,48063435.0,1994,1.9225374
22000000,0.0,1993,0.0
0,6110979.0,1993,0.0
0,0.0,1994,0.0
0,7770731.0,1993,0.0
0,0.0,1993,0.0
21000000,227799884.0,1993,10.847613523809525
40000000,116300000.0,1993,2.9075
28000000,33139618.0,1982,1.1835577857142856
0,36448200.0,1993,0.0
20000000,11585483.0,1993,0.57927415
30,0.0,1993,0.0
0,0.0,1985,0.0
48000000,20915465.0,1993,0.4357388541666667
7400000,7690013.0,1994,1.0391909459459459
50000000,16478900.0,1994,0.329578
0,0.0,1993,0.0
0,0.0,1994,0.0
18000000,75634409.0,1993,4.201911611111111
30000000,53898845.0,1993,1.7966281666666666
25000000,56505065.0,1993,2.2602026
0,0.0,1994,0.0
12500000,12281551.0,1993,0.98252408
0,0.0,1993,0.0
27000000,13670688.0,1994,0.5063217777777778
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
0,0.0,1993,0.0
0,1596687.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1992,0.0
200000,0.0,1994,0.0
0,67308282.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1993,0.0
0,3021629.0,1994,0.0
0,0.0,1996,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1993,0.0
0,0.0,1995,0.0
18000000,476684675.0,1990,26.482481944444444
22000000,505000000.0,1990,22.954545454545453
28000000,504050219.0,1992,18.001793535714285
100000000,520000000.0,1991,5.2
22000000,424208848.0,1990,19.282220363636362
0,0.0,1995,0.0
35000000,411348924.0,1989,11.7528264
19000000,272742922.0,1991,14.354890631578947
1488423,184925486.0,1937,124.24256142239135
25000000,377350553.0,1991,15.09402212
2600000,84300000.0,1940,32.42307692307692
14000000,463000000.0,1990,33.07142857142857
0,0.0,1993,0.0
6244087,638641.0,1969,0.10227932442325034
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
0,97529550.0,1996,0.0
0,13940383.0,1995,0.0
0,0.0,1993,0.0
7000000,60611975.0,1996,8.65885357142857
0,32709423.0,1996,0.0
9300000,0.0,1981,0.0
4000000,16675000.0,1996,4.16875
8000000,0.0,1996,0.0
0,0.0,1996,0.0
500000,0.0,1996,0.0
0,0.0,1974,0.0
4000000,55675257.0,1970,13.91881425
0,0.0,1995,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1991,0.0
0,0.0,1993,0.0
0,0.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1990,0.0
0,0.0,1996,0.0
0,442965.0,1995,0.0
30000000,102616183.0,1996,3.4205394333333334
0,0.0,1995,0.0
0,0.0,1996,0.0
0,8620678.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1995,0.0
33500000,0.0,1995,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,218626.0,1995,0.0
12000000,4939939.0,1996,0.41166158333333336
0,0.0,1996,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
0,65335.0,1996,0.0
0,0.0,1996,0.0
46000000,100860818.0,1996,2.1926264782608698
80000000,457696359.0,1996,5.7212044875
0,0.0,1995,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1995,0.0
57000000,115267375.0,1996,2.022234649122807
0,0.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
0,0.0,1993,0.0
0,0.0,1995,0.0
0,0.0,1960,0.0
0,0.0,1996,0.0
38000000,28921264.0,1996,0.7610858947368421
0,0.0,1996,0.0
0,0.0,1996,0.0
13000000,9789900.0,1996,0.7530692307692308
14000000,0.0,1995,0.0
0,0.0,1995,0.0
0,684351.0,1996,0.0
0,536364.0,1955,0.0
0,16000.0,1959,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
80000000,250200000.0,1996,3.1275
9000000,2500000.0,1968,0.2777777777777778
0,0.0,1995,0.0
0,0.0,1996,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
220000,0.0,1965,0.0
0,0.0,1981,0.0
0,0.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1980,0.0
0,0.0,1996,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
0,0.0,1995,0.0
25000000,10070000.0,1996,0.4028
0,0.0,1996,0.0
0,0.0,1994,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
0,62949.0,1995,0.0
0,0.0,1991,0.0
0,0.0,1995,0.0
0,0.0,1992,0.0
275000,0.0,1968,0.0
0,0.0,1996,0.0
30000000,57400547.0,1996,1.9133515666666667
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
31000000,74151346.0,1988,2.3919789032258065
0,0.0,1996,0.0
25530000,20080020.0,1996,0.7865264394829612
0,0.0,1994,0.0
0,0.0,1994,0.0
9000000,0.0,1995,0.0
35000000,15000000.0,1995,0.42857142857142855
0,0.0,1975,0.0
0,0.0,1995,0.0
0,0.0,1993,0.0
45000000,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,2002,0.0
15000000,24769466.0,1996,1.6512977333333334
0,0.0,1996,0.0
0,5.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1995,0.0
25000000,0.0,1996,0.0
4800000,3014000.0,1996,0.6279166666666667
75000000,335062621.0,1996,4.467501613333333
0,0.0,1996,0.0
4000000,0.0,1994,0.0
92000000,494471524.0,1996,5.374690478260869
0,3793614.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
0,2287714.0,1995,0.0
0,0.0,1996,0.0
18000000,0.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1995,0.0
0,0.0,1948,0.0
0,0.0,1996,0.0
25000000,14048372.0,1996,0.56193488
0,0.0,1943,0.0
1800000,9440272.0,1964,5.244595555555556
0,0.0,1992,0.0
0,0.0,1995,0.0
0,0.0,1995,0.0
0,0.0,1950,0.0
0,0.0,1995,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
0,0.0,1993,0.0
45000000,17300889.0,1996,0.3844642
50000000,113309743.0,1996,2.26619486
0,0.0,1996,0.0
0,0.0,1995,0.0
45000000,58620973.0,1996,1.3026882888888889
0,1814290.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1995,0.0
0,0.0,1987,0.0
0,0.0,1992,0.0
0,0.0,1973,0.0
0,0.0,1982,0.0
0,0.0,1968,0.0
0,0.0,1994,0.0
50,0.0,1995,0.0
4000000,16491080.0,1996,4.12277
1000000,0.0,1997,0.0
75000000,816969268.0,1996,10.892923573333332
0,0.0,1996,0.0
55000000,18626419.0,1996,0.33866216363636364
100000000,100138851.0,1996,1.00138851
47000000,102825796.0,1996,2.187782893617021
27000000,25023434.0,1996,0.9267938518518518
100000000,242295562.0,1996,2.42295562
0,0.0,1995,0.0
54000000,128769345.0,1996,2.3846175
0,0.0,1990,0.0
0,65352.0,1994,0.0
0,0.0,1987,0.0
0,0.0,1993,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1974,0.0
0,0.0,1991,0.0
80000000,159212469.0,1996,1.9901558625
30000000,29359216.0,1996,0.9786405333333333
5000000,13269963.0,1996,2.6539926
12000000,0.0,1996,0.0
32000000,152036382.0,1996,4.7511369375
0,0.0,1996,0.0
3500000,9482579.0,1996,2.7093082857142856
40000000,152266007.0,1996,3.806650175
0,665450.0,1996,0.0
0,0.0,1995,0.0
23000000,0.0,1996,0.0
25000000,17193231.0,1996,0.68772924
20000000,0.0,1996,0.0
0,0.0,1994,0.0
30000000,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
0,0.0,1993,0.0
0,0.0,1956,0.0
0,0.0,1992,0.0
0,0.0,1967,0.0
0,0.0,1993,0.0
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
13000000,4619014.0,1996,0.3553087692307692
26000000,116400000.0,1996,4.476923076923077
0,0.0,1995,0.0
80000000,309492681.0,1996,3.8686585125
0,21302121.0,1996,0.0
0,0.0,1996,0.0
0,258263.0,1996,0.0
50000000,60209334.0,1996,1.20418668
36000000,33459416.0,1996,0.9294282222222222
6000000,22231658.0,1996,3.7052763333333334
13000000,17917287.0,1996,1.3782528461538461
0,0.0,1996,0.0
0,0.0,1960,0.0
15000000,5600000.0,1996,0.37333333333333335
0,0.0,1995,0.0
0,0.0,1994,0.0
0,0.0,1994,0.0
0,0.0,1995,0.0
0,0.0,1996,0.0
6000000,12643776.0,1996,2.107296
50000000,42277365.0,1996,0.8455473
0,0.0,1995,0.0
2962051,3011195.0,1996,1.016591206565991
45000000,53854588.0,1996,1.1967686222222222
200000,300000.0,1991,1.5
0,0.0,1958,0.0
0,0.0,1990,0.0
0,0.0,1993,0.0
0,0.0,1949,0.0
6000000,245066411.0,1972,40.844401833333336
0,0.0,1994,0.0
900000,20483423.0,1992,22.75935888888889
500000,431326.0,1996,0.862652
0,0.0,1953,0.0
1850000,0.0,1996,0.0
4500000,7011317.0,1996,1.5580704444444444
17000000,0.0,1996,0.0
0,0.0,1990,0.0
18000000,0.0,1996,0.0
53000000,0.0,1997,0.0
0,0.0,1996,0.0
0,0.0,1994,0.0
0,0.0,1976,0.0
0,0.0,1996,0.0
0,0.0,1994,0.0
0,0.0,1993,0.0
0,0.0,1996,0.0
0,0.0,1995,0.0
60000000,33956608.0,1997,0.5659434666666666
40000000,49627779.0,1996,1.240694475
0,0.0,1996,0.0
8000000,0.0,1996,0.0
0,0.0,1995,0.0
32000000,0.0,1996,0.0
25000000,22611954.0,1996,0.90447816
0,0.0,1998,0.0
0,0.0,1995,0.0
0,0.0,1994,0.0
0,0.0,1988,0.0
5000000,15116634.0,1995,3.0233268
0,0.0,1996,0.0
0,0.0,1996,0.0
0,0.0,1933,0.0
0,0.0,2010,0.0
0,0.0,1994,0.0
3000000,0.0,1943,0.0
0,0.0,1940,0.0
2540800,7200000.0,1952,2.8337531486146097
2723903,4500000.0,1951,1.6520412070473875
0,0.0,1957,0.0
2500000,9500000.0,1961,3.8
2479000,28000000.0,1958,11.294876966518757
1000000,36764313.0,1954,36.764313
325000,4500000.0,1934,13.846153846153847
2068000,0.0,1944,0.0
520000,0.0,1934,0.0
4000000,13275000.0,1959,3.31875
3000000,25000000.0,1960,8.333333333333334
2883848,25000000.0,1959,8.668972844615944
4000000,13474588.0,1963,3.368647
